NZ_CP038641.1	+	78	1469
NZ_CP038641.1	+	1614	2750
NZ_CP038641.1	+	2852	4711
NZ_CP038641.1	+	4711	5169
NZ_CP038641.1	+	5183	6166
NZ_CP038641.1	+	6159	7130
NZ_CP038641.1	+	7233	7802
NZ_CP038641.1	+	7892	8893
NZ_CP038641.1	+	9062	11083
NZ_CP038641.1	+	11168	12175
NZ_CP038641.1	+	12178	12924
NZ_CP038641.1	+	12908	14512
NZ_CP038641.1	+	14517	14762
NZ_CP038641.1	+	14836	15699
NZ_CP038641.1	+	15706	16551
NZ_CP038641.1	-	16585	16854
NZ_CP038641.1	-	17682	19949
NZ_CP038641.1	-	20141	22381
NZ_CP038641.1	-	22455	24782
NZ_CP038641.1	-	24769	25590
NZ_CP038641.1	-	25767	28049
NZ_CP038641.1	-	28160	30487
NZ_CP038641.1	-	30474	31277
NZ_CP038641.1	+	31651	32133
NZ_CP038641.1	+	32240	32533
NZ_CP038641.1	+	32526	33845
NZ_CP038641.1	+	33838	35238
NZ_CP038641.1	+	35473	35976
NZ_CP038641.1	-	36093	36686
NZ_CP038641.1	-	36664	39324
NZ_CP038641.1	-	39324	41864
NZ_CP038641.1	-	41857	43785
NZ_CP038641.1	+	43996	45006
NZ_CP038641.1	+	45105	47024
NZ_CP038641.1	-	47124	49208
NZ_CP038641.1	-	49214	49447
NZ_CP038641.1	-	49501	50922
NZ_CP038641.1	-	51044	52057
NZ_CP038641.1	+	52211	53020
NZ_CP038641.1	+	53022	54281
NZ_CP038641.1	+	54366	54737
NZ_CP038641.1	+	54741	55949
NZ_CP038641.1	+	56044	56376
NZ_CP038641.1	+	56421	57578
NZ_CP038641.1	+	58014	58742
NZ_CP038641.1	+	58770	59075
NZ_CP038641.1	+	59129	59695
NZ_CP038641.1	+	59695	60258
NZ_CP038641.1	+	60277	61800
NZ_CP038641.1	+	61829	62659
NZ_CP038641.1	+	62677	64092
NZ_CP038641.1	+	64079	64339
NZ_CP038641.1	+	64447	64932
NZ_CP038641.1	+	65148	66104
NZ_CP038641.1	+	66129	67040
NZ_CP038641.1	+	67125	68447
NZ_CP038641.1	+	68475	69842
NZ_CP038641.1	+	69835	71676
NZ_CP038641.1	+	71697	73727
NZ_CP038641.1	+	73734	74507
NZ_CP038641.1	+	74501	75331
NZ_CP038641.1	+	75349	76593
NZ_CP038641.1	+	76666	81366
NZ_CP038641.1	+	81480	84317
NZ_CP038641.1	-	84375	85925
NZ_CP038641.1	+	86043	86351
NZ_CP038641.1	+	86539	88340
NZ_CP038641.1	+	88566	89690
NZ_CP038641.1	+	89749	90438
NZ_CP038641.1	+	90456	91757
NZ_CP038641.1	+	91809	92081
NZ_CP038641.1	+	92084	92314
NZ_CP038641.1	+	92315	94111
NZ_CP038641.1	+	94182	95129
