IDMs42	+	107289	108728
IDMs42	+	108782	109291
IDMs42	+	109471	109544
IDMs42	+	109699	110190
IDMs42	+	110333	111313
IDMs42	+	111459	112376
IDMs42	+	112409	115669
IDMs42	+	115678	118575
IDMs42	+	118581	120659
IDMs42	+	120812	121540
IDMs42	+	121660	121926
IDMs42	+	122084	122468
IDMs42	+	122522	122950
IDMs42	+	123120	126326
IDMs42	+	126372	129560
IDMs42	+	129827	131746
IDMs42	+	132000	132122
IDMs42	+	132142	133110
IDMs42	+	133246	133321
IDMs42	+	133325	133410
IDMs42	+	133633	134874
IDMs42	+	134951	136525
IDMs42	+	136552	137067
IDMs42	+	137269	138393
IDMs42	+	138393	139397
IDMs42	+	139516	139591
IDMs42	+	140007	144137
IDMs42	+	144230	145378
IDMs42	+	145868	146623
IDMs42	+	146824	147462
IDMs42	+	148040	148885
IDMs42	+	149168	150652
IDMs42	+	150934	151629
IDMs42	+	151711	153441
IDMs42	+	153416	154765
IDMs42	+	155202	156536
IDMs42	+	156523	157383
IDMs42	+	157376	158200
IDMs42	+	158185	159900
IDMs42	+	159972	160808
IDMs42	+	160821	161348
IDMs42	+	161406	162746
IDMs42	+	162906	163616
IDMs42	+	163619	164179
IDMs42	+	164182	165108
IDMs42	+	165135	169547
IDMs42	+	169667	170956
IDMs42	+	171322	171651
IDMs42	+	171740	172174
IDMs42	+	172271	174841
IDMs42	+	175168	175833
IDMs42	+	175915	176529
IDMs42	+	176532	177230
IDMs42	+	177398	180016
IDMs42	+	180302	181510
IDMs42	+	181629	187586
IDMs42	+	188260	192420
IDMs42	+	192874	194697
IDMs42	+	195062	195751
IDMs42	+	195761	197131
IDMs42	+	197257	198138
IDMs42	+	198122	198277
IDMs42	+	198512	199405
IDMs42	+	199392	200009
IDMs42	+	199981	201231
IDMs42	+	201231	202769
IDMs42	+	202909	204168
IDMs42	+	204604	205554
IDMs42	+	205557	206765
IDMs42	+	207006	208841
IDMs42	+	208841	209761
IDMs42	+	210409	212589
IDMs42	+	213089	215908
IDMs42	+	215908	216963
IDMs42	+	216941	218098
IDMs42	+	218098	219147
IDMs42	+	219147	221474
IDMs42	+	221610	222941
IDMs42	+	223202	227479
IDMs42	+	227776	231900
IDMs42	+	232015	237477
IDMs42	+	237592	238509
IDMs42	+	239258	240493
IDMs42	+	240873	243482
IDMs42	+	243656	244264
IDMs42	+	244279	245742
IDMs42	+	245826	246521
IDMs42	+	246572	247375
IDMs42	+	247673	249256
IDMs42	+	249274	249828
IDMs42	+	249848	250714
IDMs42	+	250715	251185
seqID	strand	start	end
IDMs42	+	262057	264282
IDMs42	+	253403	254938
seqID	strand	start	end
IDMs42	+	265820	267193
IDMs42	+	256698	257618
seqID	strand	start	end
IDMs42	+	268501	269586
IDMs42	+	258688	259344
seqID	strand	start	end
IDMs42	+	270303	271028
IDMs42	+	260149	260889
seqID	strand	start	end
IDMs42	+	261108	261593
IDMs42	+	250715	251185
seqID	strand	start	end
IDMs42	+	262057	264282
IDMs42	+	253403	254938
seqID	strand	start	end
IDMs42	+	265820	267193
IDMs42	+	256698	257618
seqID	strand	start	end
IDMs42	+	268501	269586
IDMs42	+	258688	259344
seqID	strand	start	end
IDMs42	+	270303	271028
IDMs42	+	260149	260889
seqID	strand	start	end
seqID	strand	start	end
seqID	strand	start	end
seqID	strand	start	end
seqID	strand	start	end
seqID	strand	start	end
seqID	strand	start	end
seqID	strand	start	end
seqID	strand	start	end
seqID	strand	start	end
seqID	strand	start	end
seqID	strand	start	end
seqID	strand	start	end
seqID	strand	start	end
seqID	strand	start	end
seqID	strand	start	end
seqID	strand	start	end
seqID	strand	start	end
seqID	strand	start	end
seqID	strand	start	end
seqID	strand	start	end
seqID	strand	start	end
seqID	strand	start	end
seqID	strand	start	end
seqID	strand	start	end
seqID	strand	start	end
seqID	strand	start	end
seqID	strand	start	end
seqID	strand	start	end
seqID	strand	start	end
seqID	strand	start	end
seqID	strand	start	end
seqID	strand	start	end
seqID	strand	start	end
seqID	strand	start	end
seqID	strand	start	end
seqID	strand	start	end
seqID	strand	start	end
seqID	strand	start	end
seqID	strand	start	end
seqID	strand	start	end
seqID	strand	start	end
seqID	strand	start	end
seqID	strand	start	end
seqID	strand	start	end
seqID	strand	start	end
seqID	strand	start	end
seqID	strand	start	end
seqID	strand	start	end
seqID	strand	start	end
seqID	strand	start	end
seqID	strand	start	end
seqID	strand	start	end
seqID	strand	start	end
seqID	strand	start	end
seqID	strand	start	end
seqID	strand	start	end
seqID	strand	start	end
seqID	strand	start	end
seqID	strand	start	end
seqID	strand	start	end
seqID	strand	start	end
seqID	strand	start	end
seqID	strand	start	end
seqID	strand	start	end
seqID	strand	start	end
seqID	strand	start	end
seqID	strand	start	end
seqID	strand	start	end
seqID	strand	start	end
seqID	strand	start	end
seqID	strand	start	end
seqID	strand	start	end
seqID	strand	start	end
seqID	strand	start	end
seqID	strand	start	end
seqID	strand	start	end
seqID	strand	start	end
seqID	strand	start	end
seqID	strand	start	end
seqID	strand	start	end
seqID	strand	start	end
seqID	strand	start	end
seqID	strand	start	end
seqID	strand	start	end
seqID	strand	start	end
seqID	strand	start	end
seqID	strand	start	end
seqID	strand	start	end
seqID	strand	start	end
seqID	strand	start	end
seqID	strand	start	end
seqID	strand	start	end
seqID	strand	start	end
seqID	strand	start	end
seqID	strand	start	end
seqID	strand	start	end
seqID	strand	start	end
seqID	strand	start	end
seqID	strand	start	end
seqID	strand	start	end
seqID	strand	start	end
seqID	strand	start	end
seqID	strand	start	end
seqID	strand	start	end
seqID	strand	start	end
seqID	strand	start	end
seqID	strand	start	end
seqID	strand	start	end
seqID	strand	start	end
seqID	strand	start	end
seqID	strand	start	end
seqID	strand	start	end
seqID	strand	start	end
seqID	strand	start	end
seqID	strand	start	end
seqID	strand	start	end
seqID	strand	start	end
seqID	strand	start	end
seqID	strand	start	end
seqID	strand	start	end
seqID	strand	start	end
seqID	strand	start	end
seqID	strand	start	end
seqID	strand	start	end
seqID	strand	start	end
seqID	strand	start	end
seqID	strand	start	end
seqID	strand	start	end
seqID	strand	start	end
seqID	strand	start	end
seqID	strand	start	end
seqID	strand	start	end
seqID	strand	start	end
seqID	strand	start	end
seqID	strand	start	end
seqID	strand	start	end
seqID	strand	start	end
seqID	strand	start	end
seqID	strand	start	end
seqID	strand	start	end
seqID	strand	start	end
seqID	strand	start	end
seqID	strand	start	end
seqID	strand	start	end
seqID	strand	start	end
seqID	strand	start	end
seqID	strand	start	end
seqID	strand	start	end
seqID	strand	start	end
seqID	strand	start	end
seqID	strand	start	end
seqID	strand	start	end
seqID	strand	start	end
seqID	strand	start	end
seqID	strand	start	end
seqID	strand	start	end
seqID	strand	start	end
seqID	strand	start	end
seqID	strand	start	end
seqID	strand	start	end
seqID	strand	start	end
seqID	strand	start	end
seqID	strand	start	end
seqID	strand	start	end
seqID	strand	start	end
seqID	strand	start	end
seqID	strand	start	end
seqID	strand	start	end
seqID	strand	start	end
seqID	strand	start	end
seqID	strand	start	end
seqID	strand	start	end
seqID	strand	start	end
seqID	strand	start	end
seqID	strand	start	end
seqID	strand	start	end
seqID	strand	start	end
seqID	strand	start	end
seqID	strand	start	end
seqID	strand	start	end
seqID	strand	start	end
seqID	strand	start	end
seqID	strand	start	end
seqID	strand	start	end
seqID	strand	start	end
seqID	strand	start	end
seqID	strand	start	end
seqID	strand	start	end
seqID	strand	start	end
seqID	strand	start	end
seqID	strand	start	end
seqID	strand	start	end
seqID	strand	start	end
seqID	strand	start	end
seqID	strand	start	end
seqID	strand	start	end
seqID	strand	start	end
seqID	strand	start	end
seqID	strand	start	end
seqID	strand	start	end
seqID	strand	start	end
seqID	strand	start	end
seqID	strand	start	end
seqID	strand	start	end
seqID	strand	start	end
seqID	strand	start	end
seqID	strand	start	end
seqID	strand	start	end
seqID	strand	start	end
seqID	strand	start	end
seqID	strand	start	end
seqID	strand	start	end
seqID	strand	start	end
seqID	strand	start	end
seqID	strand	start	end
seqID	strand	start	end
seqID	strand	start	end
seqID	strand	start	end
seqID	strand	start	end
seqID	strand	start	end
seqID	strand	start	end
seqID	strand	start	end
seqID	strand	start	end
seqID	strand	start	end
seqID	strand	start	end
seqID	strand	start	end
seqID	strand	start	end
seqID	strand	start	end
seqID	strand	start	end
seqID	strand	start	end
seqID	strand	start	end
seqID	strand	start	end
seqID	strand	start	end
seqID	strand	start	end
seqID	strand	start	end
seqID	strand	start	end
seqID	strand	start	end
seqID	strand	start	end
seqID	strand	start	end
seqID	strand	start	end
seqID	strand	start	end
seqID	strand	start	end
seqID	strand	start	end
seqID	strand	start	end
seqID	strand	start	end
seqID	strand	start	end
seqID	strand	start	end
seqID	strand	start	end
seqID	strand	start	end
seqID	strand	start	end
seqID	strand	start	end
seqID	strand	start	end
seqID	strand	start	end
seqID	strand	start	end
seqID	strand	start	end
seqID	strand	start	end
seqID	strand	start	end
seqID	strand	start	end
seqID	strand	start	end
seqID	strand	start	end
seqID	strand	start	end
seqID	strand	start	end
seqID	strand	start	end
seqID	strand	start	end
seqID	strand	start	end
seqID	strand	start	end
seqID	strand	start	end
seqID	strand	start	end
seqID	strand	start	end
seqID	strand	start	end
seqID	strand	start	end
seqID	strand	start	end
seqID	strand	start	end
seqID	strand	start	end
seqID	strand	start	end
seqID	strand	start	end
seqID	strand	start	end
seqID	strand	start	end
seqID	strand	start	end
seqID	strand	start	end
seqID	strand	start	end
seqID	strand	start	end
seqID	strand	start	end
seqID	strand	start	end
seqID	strand	start	end
seqID	strand	start	end
seqID	strand	start	end
seqID	strand	start	end
seqID	strand	start	end
seqID	strand	start	end
seqID	strand	start	end
seqID	strand	start	end
seqID	strand	start	end
seqID	strand	start	end
seqID	strand	start	end
seqID	strand	start	end
seqID	strand	start	end
seqID	strand	start	end
seqID	strand	start	end
seqID	strand	start	end
seqID	strand	start	end
seqID	strand	start	end
IDMs42	+	624949	625116
IDMs42	+	621929	622732
IDMs42	+	622719	624608
IDMs42	+	624949	625881
IDMs42	+	625767	626162
IDMs42	+	626410	627564
IDMs42	+	627617	628447
IDMs42	+	628447	630231
IDMs42	+	630256	631020
IDMs42	+	631386	632003
IDMs42	+	632131	632565
IDMs42	+	632565	633389
IDMs42	+	633408	634085
IDMs42	+	634117	635217
IDMs42	+	635296	636177
IDMs42	+	636170	639115
IDMs42	+	639151	639492
IDMs42	+	639506	641305
IDMs42	+	641272	641562
IDMs42	+	641571	643424
IDMs42	+	643432	643644
IDMs42	+	643989	645989
IDMs42	+	646534	648273
IDMs42	+	648277	649260
IDMs42	+	649335	649691
IDMs42	+	649733	652930
IDMs42	+	652917	653657
IDMs42	+	653650	653943
IDMs42	+	653959	655476
IDMs42	+	655672	655797
IDMs42	+	656033	656138
IDMs42	+	656383	656508
IDMs42	+	656672	657529
IDMs42	+	657522	658322
IDMs42	+	658365	658919
IDMs42	+	659154	660542
IDMs42	+	660677	662203
IDMs42	+	662196	663905
IDMs42	+	663905	664816
IDMs42	+	664886	665440
IDMs42	+	665499	665572
IDMs42	+	665700	665969
IDMs42	+	666195	668675
IDMs42	+	668955	671411
IDMs42	+	671433	673631
IDMs42	+	673951	674448
IDMs42	+	674462	674827
IDMs42	+	675017	678670
IDMs42	+	678729	682964
IDMs42	+	682969	683388
IDMs42	+	683743	686262
IDMs42	+	686272	688758
IDMs42	+	688787	688984
IDMs42	+	689100	689435
IDMs42	+	689767	691377
IDMs42	+	691386	693005
IDMs42	+	693093	694841
IDMs42	+	694968	697070
IDMs42	+	697365	698102
IDMs42	+	698102	698851
IDMs42	+	698841	699428
IDMs42	+	699435	702275
IDMs42	+	702253	703227
IDMs42	+	703303	703392
IDMs42	+	703993	704565
IDMs42	+	704585	704821
IDMs42	+	704821	704961
IDMs42	+	705017	705562
IDMs42	+	705586	706275
IDMs42	+	706309	707523
IDMs42	+	707510	708193
IDMs42	+	708177	709409
IDMs42	+	709409	710800
IDMs42	+	710793	711230
IDMs42	+	711211	713208
IDMs42	+	713212	715584
IDMs42	+	715786	717774
IDMs42	+	717955	718653
IDMs42	+	718699	718775
IDMs42	+	718853	719251
IDMs42	+	719256	719690
IDMs42	+	719854	720633
IDMs42	+	720635	721861
IDMs42	+	721974	722969
IDMs42	+	722991	723602
IDMs42	+	723736	725484
IDMs42	+	725660	728599
IDMs42	+	729037	729237
IDMs42	+	729300	729464
IDMs42	+	729590	729778
IDMs42	+	729768	730025
IDMs42	+	730073	732082
IDMs42	+	732112	732555
IDMs42	+	732632	733354
IDMs42	+	733432	733872
IDMs42	+	734161	736578
IDMs42	+	736583	737887
IDMs42	+	737865	738257
IDMs42	+	738406	740358
IDMs42	+	740448	742766
IDMs42	+	742769	743590
IDMs42	+	743933	744382
IDMs42	+	744565	744717
IDMs42	+	744719	745753
IDMs42	+	746258	747748
IDMs42	+	747822	751343
IDMs42	+	751358	755002
IDMs42	+	755408	755809
IDMs42	+	755831	757438
IDMs42	+	757422	759023
IDMs42	+	759166	762069
IDMs42	+	762458	763998
IDMs42	+	764565	765203
IDMs42	+	765219	765701
IDMs42	+	765701	767263
IDMs42	+	767351	768316
IDMs42	+	768337	770253
IDMs42	+	770263	772734
IDMs42	+	772746	773807
IDMs42	+	773874	776225
IDMs42	+	776340	778169
IDMs42	+	778159	778497
IDMs42	+	778513	778656
