NC_017509.1	+	1	1392
NC_017509.1	+	1537	2673
NC_017509.1	+	2777	4636
NC_017509.1	+	4636	5094
NC_017509.1	+	5108	6091
NC_017509.1	+	6084	7055
NC_017509.1	+	7158	7727
NC_017509.1	+	7817	8818
NC_017509.1	+	8987	11008
NC_017509.1	+	11093	12100
NC_017509.1	+	12103	12849
NC_017509.1	+	12833	14437
NC_017509.1	+	14760	15623
NC_017509.1	+	15630	16475
NC_017509.1	-	16509	16778
NC_017509.1	-	17207	17431
NC_017509.1	-	17595	19880
NC_017509.1	-	20130	22421
NC_017509.1	-	22466	23173
NC_017509.1	-	23255	24841
NC_017509.1	-	24828	25652
NC_017509.1	+	25970	26452
NC_017509.1	+	26654	26947
NC_017509.1	+	26940	28259
NC_017509.1	+	28252	29652
NC_017509.1	+	29997	30392
NC_017509.1	-	30509	31102
NC_017509.1	-	31080	33740
NC_017509.1	-	33740	36280
NC_017509.1	-	36273	38201
NC_017509.1	+	38412	39422
NC_017509.1	+	39521	41512
NC_017509.1	-	41609	43693
NC_017509.1	-	43699	43932
NC_017509.1	-	43986	45407
NC_017509.1	-	45529	46542
NC_017509.1	+	46695	47504
NC_017509.1	+	47506	48765
NC_017509.1	+	48850	49221
NC_017509.1	+	49225	50433
NC_017509.1	+	50528	50860
NC_017509.1	+	50905	52062
NC_017509.1	+	52498	53226
NC_017509.1	+	53254	53559
NC_017509.1	+	53613	54179
NC_017509.1	+	54179	54742
NC_017509.1	+	54761	56284
NC_017509.1	+	56313	57146
NC_017509.1	+	57164	58579
NC_017509.1	+	58566	58826
NC_017509.1	+	58935	59420
NC_017509.1	+	59636	60592
NC_017509.1	+	60623	61534
NC_017509.1	+	61619	62941
NC_017509.1	+	62968	64335
NC_017509.1	+	64328	66169
NC_017509.1	+	66190	68220
NC_017509.1	+	68227	69000
NC_017509.1	+	68994	69824
NC_017509.1	+	69841	71085
NC_017509.1	+	71156	75856
NC_017509.1	+	76043	78808
NC_017509.1	-	78866	80416
NC_017509.1	+	80534	80842
NC_017509.1	+	81030	82832
NC_017509.1	+	83043	84167
NC_017509.1	+	84226	84915
NC_017509.1	+	84933	86234
NC_017509.1	+	86286	86558
NC_017509.1	+	86561	86791
NC_017509.1	+	86792	88588
NC_017509.1	+	88662	89609
NC_017509.1	-	89926	92010
NC_017509.1	-	92023	92493
NC_017509.1	-	92545	92964
NC_017509.1	-	93095	93475
NC_017509.1	-	93479	93991
NC_017509.1	-	93982	94482
NC_017509.1	+	94747	96093
NC_017509.1	+	96308	97690
NC_017509.1	-	97871	99154
NC_017509.1	-	99159	99857
NC_017509.1	+	100306	100452
NC_017509.1	-	100573	103524
NC_017509.1	-	103828	103903
NC_017509.1	-	103905	103980
NC_017509.1	-	103983	104057
NC_017509.1	-	104109	104199
NC_017509.1	-	104204	104279
NC_017509.1	-	104335	104411
NC_017509.1	-	104416	104492
NC_017509.1	-	104499	104575
NC_017509.1	-	104657	104733
NC_017509.1	+	104784	105602
NC_017509.1	-	105886	107359
NC_017509.1	-	107349	109430
NC_017509.1	+	109538	109726
NC_017509.1	+	109734	109982
NC_017509.1	+	110256	110972
NC_017509.1	-	111353	114196
NC_017509.1	-	114189	116645
NC_017509.1	-	116841	117173
NC_017509.1	+	117330	118895
NC_017509.1	-	118918	119505
NC_017509.1	+	119662	119735
NC_017509.1	+	119876	120367
NC_017509.1	+	120911	121897
NC_017509.1	+	122034	122951
NC_017509.1	+	122976	126410
NC_017509.1	+	126419	129349
NC_017509.1	-	129354	131432
NC_017509.1	+	131616	132344
NC_017509.1	+	132463	132729
NC_017509.1	+	132860	133241
NC_017509.1	-	133306	136216
NC_017509.1	-	136237	139485
NC_017509.1	-	139895	140323
NC_017509.1	+	140903	141223
NC_017509.1	+	141225	141917
NC_017509.1	+	141910	142554
NC_017509.1	+	142558	143061
NC_017509.1	+	143184	144032
NC_017509.1	+	144032	144304
NC_017509.1	+	144318	144929
NC_017509.1	+	144929	145612
NC_017509.1	+	145615	146025
NC_017509.1	+	146033	146398
NC_017509.1	+	146391	146678
NC_017509.1	+	146680	147048
NC_017509.1	+	147053	147376
NC_017509.1	+	147380	147925
NC_017509.1	+	147972	148157
NC_017509.1	+	148163	148558
NC_017509.1	+	148565	149104
NC_017509.1	+	149107	149472
NC_017509.1	+	149474	150124
NC_017509.1	+	150236	150679
NC_017509.1	+	150679	152100
NC_017509.1	+	152146	152784
NC_017509.1	+	152775	153527
NC_017509.1	+	153528	153755
NC_017509.1	+	153801	153914
NC_017509.1	+	154061	154474
NC_017509.1	+	154477	154881
NC_017509.1	+	154888	155886
NC_017509.1	+	155889	156251
NC_017509.1	+	156608	158266
NC_017509.1	-	158408	159118
NC_017509.1	-	159099	159527
NC_017509.1	-	159520	160665
NC_017509.1	-	160658	161371
NC_017509.1	-	161372	161833
NC_017509.1	-	161805	162500
NC_017509.1	-	162722	163919
NC_017509.1	+	163998	166037
NC_017509.1	+	166009	166392
NC_017509.1	+	166410	166862
NC_017509.1	+	166862	167257
NC_017509.1	+	167264	168145
NC_017509.1	+	168626	169306
NC_017509.1	+	169333	169893
NC_017509.1	+	169874	170467
NC_017509.1	+	170468	171325
NC_017509.1	+	171306	171956
NC_017509.1	-	172032	172454
NC_017509.1	-	172529	173926
NC_017509.1	-	174131	175366
NC_017509.1	-	175382	176194
NC_017509.1	-	176204	176854
NC_017509.1	-	176838	177443
NC_017509.1	+	177502	177576
NC_017509.1	-	177583	178338
NC_017509.1	-	178328	178852
NC_017509.1	-	178845	179261
NC_017509.1	-	179252	180655
NC_017509.1	-	180716	181432
NC_017509.1	-	181419	182504
NC_017509.1	-	182549	185341
NC_017509.1	+	185450	185533
NC_017509.1	-	185795	186742
NC_017509.1	-	186867	188321
