IDMHP694	-	754478	754885
IDMHP694	-	752800	754317
IDMHP694	-	752490	752792
IDMHP694	-	751760	752506
IDMHP694	-	748573	751773
IDMHP694	-	748180	748536
IDMHP694	-	747130	748113
IDMHP694	-	745387	747126
IDMHP694	-	744975	745394
IDMHP694	-	743751	744914
IDMHP694	-	741641	743641
IDMHP694	-	741107	741334
IDMHP694	-	739270	741114
IDMHP694	-	738970	739260
IDMHP694	-	737204	739003
IDMHP694	-	736863	737192
IDMHP694	-	733868	736813
IDMHP694	-	732981	733865
IDMHP694	-	731826	732959
IDMHP694	-	731128	731742
IDMHP694	-	730190	731017
IDMHP694	-	729756	730190
IDMHP694	-	729025	729642
IDMHP694	-	727893	728657
IDMHP694	-	726088	727869
IDMHP694	-	725258	726088
IDMHP694	-	724049	725203
IDMHP694	-	722510	723874
IDMHP694	-	721517	722234
IDMHP694	-	540999	548111
IDMHP694	-	535164	540896
IDMHP694	-	529370	534541
IDMHP694	-	527062	528888
IDMHP694	-	525093	526865
IDMHP694	-	522810	525020
IDMHP694	-	521827	522495
IDMHP694	-	520962	521852
IDMHP694	-	520250	520972
IDMHP694	-	519370	520266
IDMHP694	-	518865	519377
IDMHP694	-	516841	518742
IDMHP694	-	515376	516627
IDMHP694	+	805064	807421
IDMHP694	+	807761	809371
IDMHP694	+	809380	810999
IDMHP694	+	811087	812838
IDMHP694	+	812964	815108
IDMHP694	+	815460	816197
IDMHP694	+	816197	816946
IDMHP694	+	816936	817523
IDMHP694	+	817530	820367
IDMHP694	+	820351	821319
IDMHP694	+	821403	821493
IDMHP694	+	821855	822427
IDMHP694	+	822447	822584
IDMHP694	+	822685	822825
IDMHP694	+	822876	823421
IDMHP694	+	823384	824142
IDMHP694	+	824176	825390
IDMHP694	+	825377	826060
IDMHP694	+	826044	827276
IDMHP694	+	827276	828667
IDMHP694	+	828660	829097
IDMHP694	+	829078	831018
IDMHP694	+	831079	833451
IDMHP694	+	833653	835638
IDMHP694	+	835660	836523
IDMHP694	+	196317	197000
IDMHP694	+	197075	199726
IDMHP694	+	199702	200133
IDMHP694	+	200139	200567
IDMHP694	+	200601	201155
IDMHP694	+	201133	202026
IDMHP694	+	202066	204213
IDMHP694	+	204336	205802
IDMHP694	+	205804	206634
IDMHP694	+	206623	207951
IDMHP694	+	207995	209611
IDMHP694	+	209781	210833
IDMHP694	+	211292	212392
IDMHP694	+	212392	213357
IDMHP694	+	213359	214771
IDMHP694	+	214761	216092
IDMHP694	+	216079	222222
IDMHP694	+	222233	224911
IDMHP694	+	225002	225673
IDMHP694	-	349460	349909
IDMHP694	-	349090	349482
IDMHP694	-	346990	348942
IDMHP694	-	344580	346898
IDMHP694	-	343741	344577
IDMHP694	-	343002	343334
IDMHP694	-	342158	343021
IDMHP694	-	341124	342155
IDMHP694	-	339949	341121
IDMHP694	-	333712	339639
IDMHP694	-	333415	333564
IDMHP694	-	332307	333191
IDMHP694	-	330059	332341
IDMHP694	-	328017	329981
IDMHP694	-	327412	327696
