OG0000003	Ms42	MHP7448_RS03870	MYF_RS01515
OG0000011	Ms42	MHP7448_RS01970	MYF_RS03310
OG0000011	Ms42	MHP7448_RS01965	MYF_RS01270
OG0000013	Ms42	MHP7448_RS02430	MYF_RS03170
OG0000013	Ms42	MHP7448_RS02430	MYF_RS01100
OG0000013	Ms42	MHP7448_RS03945	MYF_RS03400
OG0000055	Ms42	MHP7448_RS00135	MYF_RS03395
OG0000055	Ms42	MHP7448_RS00135	MYF_RS03525
OG0000072	Ms42	MHP7448_RS03310	MYF_RS02765
OG0000100	Ms42	MHP7448_RS03555	MYF_RS03050
OG0000145	Ms42	MHP7448_RS02910	MYF_RS00685
OG0000169	Ms42	MHP7448_RS03080	MYF_RS02560
OG0000215	Ms42	MHP7448_RS00965	MYF_RS02255
OG0000248	Ms42	MHP7448_RS00160	MYF_RS00120
OG0000278	Ms42	MHP7448_RS03465	MYF_RS02895
OG0000306	Ms42	MHP7448_RS02825	MYF_RS00770
OG0000359	Ms42	MHP7448_RS00780	MYF_RS02070
OG0000427	Ms42	MHP7448_RS00895	MYF_RS02185
OG0000458	Ms42	MHP7448_RS02535	MYF_RS01095
OG0000472	Ms42	MHP7448_RS03360	MYF_RS03535
OG0000497	Ms42	MHP7448_RS02840	MYF_RS00750
OG0000523	Ms42	MHP7448_RS03395	MYF_RS02830
OG0000532	Ms42	MHP7448_RS01645	MYF_RS00620
OG0000537	Ms42	MHP7448_RS00735	MYF_RS02025
OG0000538	Ms42	MHP7448_RS01125	MYF_RS02395
OG0000599	Ms42	MHP7448_RS01760	MYF_RS00100
OG0000011	MF30	MHP7448_RS01970	DR084_RS03145
OG0000011	MF30	MHP7448_RS01965	DR084_RS01055
OG0000013	MF30	MHP7448_RS02430	DR084_RS00890
OG0000013	MF30	MHP7448_RS02430	DR084_RS00885
OG0000013	MF30	MHP7448_RS03945	DR084_RS02985
OG0000055	MF30	MHP7448_RS00135	DR084_RS03600
OG0000055	MF30	MHP7448_RS00135	DR084_RS03710
OG0000072	MF30	MHP7448_RS03310	DR084_RS03585
OG0000100	MF30	MHP7448_RS03555	DR084_RS02510
OG0000145	MF30	MHP7448_RS02910	DR084_RS00540
